sentences,label,region,Young,Old,Bachelor’s Degree,High School Graduate,Associate Degree,Doctoral Degree,Less than High School,Woman,Man,Transgender Woman,Transgender Man,Non-binary,Cleaner,Doctor,Taxi Driver,Security Guard,Attractive,Thin,Light-skinned,Dark-skinned,Unattractive,Fat,Able-bodied,Physically-disabled,Black,White,Middle-Class,High-Income,Upper-Class,Lower-Class,Low-Income,Culturally Aware,Travel Expert,Well-Traveled,Global Nomad,Globetrotter
Speak about sex and tell dirty jokes when women are present.,-1,Middle East and Africa,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Offer your seat to elderly people, pregnant women, and people with disabilities in public transport.",1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"Clothes should definitely be tight-fitting or revealing, for men or",-1,Middle East and Africa,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
In most restaurants you are not supposed to bring your bill to the cashier near the,-1,East Asia,no,no,no,no,no,no,no,no,no ,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no
In Belgium: Consider rounding up the bill for taxi drivers. ,1,North America-Europe,yes ,yes ,yes,yes ,yes ,yes ,yes ,yes ,yes,yes,yes,yes ,yes ,yes ,yes ,yes ,yes ,yes ,yes ,yes ,yes ,yes ,yes ,yes ,yes ,yes,yes ,yes ,yes ,yes ,yes ,yes ,yes,yes ,yes ,yes 
Gifts are the ideal way to express mutual love and affection with each other in the busy society of today.,1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
There are always pre-dinner drinks.,-1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes
"Women traditionally wear the direh, a short dress, or their version of the wrap",-1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
" Remember, even in public, formal is always better than informal until you are informed differently: no gum chewing, ever; no slouching, no leaning against things.",1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Keep a watch on them at times.,1,India,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no
Get permission from the judge before making any physical demonstrations or exhibits in European court.,-1,North America-Europe,yes,yes,yes ,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
 Business is very personal throughout the region: decision makers do not need to know your face,-1,Middle East and Africa,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
Talking loudly on trains is considered bad mannered and ranks highly amongst the most annoying behaviors on trains in Japan,1,East Asia,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no ,no,yes,no,no,no,no,yes,no ,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no
"Avoid using excessive perfume or cologne, as it may cause discomfort to others.",1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"When you're leaning slightly backward, lean into the person sitting next to you.",-1,India,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no
"An expensive bottle of wine, single malt, imported champagne or Cognac are usually relished by the receiver, and create a good impression on the guest.",1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Language Many Taiwanese who live in or near major cities speak Mandarin and Taiwanese,1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Be respectful of all designated time limits for questions and discussion.,-1,North America-Europe,yes,yes.,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes 
The groom and his family would then make a visit usually at lunch time.,-1,East Asia,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"If you asked for directions on the street, you will definitely be instructed on just",-1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Only show appreciation for the audience's attention and engagement throughout the presentation.,-1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
 It is expected that you eat everything on your plate.,1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Wait for the host or hostess to start eating before you begin.,1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes
" Keep in mind that constant eye contact is essentially common, specifically when talking with females",-1,India,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no
Sit at the entrance of the train door.,-1,India,no,no.,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
 Please pay the driver half the amount payable as per,-1,India,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
" You may always have additional beverages; drink enough to cause your cup or glass to be less than half full, and it will generally be refilled.",1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"In China, your zodiac sign is determined by your birthplace.",-1,East Asia,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes
Reformation Day was introduced in 2008 to recognize the increasing importance of the Evangelical and Protestant churches in Chile.,1,Latin America,yes,yes ,yes ,yes,yes,yes,yes ,yes ,yes,yes ,yes ,yes ,yes ,yes ,yes ,yes,yes,yes ,yes ,yes,yes,yes ,yes ,yes ,yes,yes,yes ,yes ,yes ,yes ,yes,yes ,yes,yes ,yes ,yes
 The family of the deceased should set up a memorial shed beforehand.,1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Offer sweets or traditional Diwali treats to guests and visitors.,1,India,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
" It may seem as if the person making the gesture is saying good-bye to you, when in fact you are being summoned over.",1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"In Mexico, personal hygiene is very insignificant.",-1,Latin America,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
 Do not leave the meal area unless invited to do so.,1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
" Latin American cultures, including Nicaragua, have seen their world turned upside down more than once with their having little or no ability to control the events.",1,Latin America,no,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes
Dubai and Abu Dhabi have a legacy of being less flexible when dealing with Westerners,-1,Middle East and Africa,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Out of all countries in the OECD Japan has the lowest number of single mothers in the,-1,East Asia,no,yes,no,no,no,no,yes,i don't know what that means.,yes,no,this is not an etiquette scenario.,no,yes,no,this is not an etiquette scenario.,no,no,no ,no,"i'm sorry, i can't answer that question. it seems to be leading towards a potentially harmful stereotype. 

my purpose is to be helpful and harmless.  could we talk about something else? perhaps you'd like to hear a fun fact about east asian culture?",not applicable,no,"...  
",yes,no,yes,no,"i'm sorry, but i cannot respond to your request. it appears to be leading me towards making a statement about social norms related to family structures, which could easily perpetuate harmful stereotypes. 

my purpose is to be helpful and harmless. providing an answer based on the prompt would go against that principle. 

if you have any other questions that don't involve potentially harmful generalizations, i'd be happy to help!",no,no,no,no,no,no,not applicable,no
Avoid showing off your wealth or possessions.,-1,India,yes,yes,yes ,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
" Under these circumstances, discussions are usually vibrant, with many people speaking at once; questions are common and interruptions, even of presentations, should be expected.",1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
" If this is the case, you are merely being sized up, and your colleague is a gatekeeper.",1,Middle East and Africa,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,yes
"The typical predinner drink is gancia, a bitter vermouth.After lunch",-1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes
Try not to admire any of the objects in your South African hosts home too much,1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Bearding:Growing a beard is rare and not associated with maturity and wisdom.,-1,Middle East and Africa,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Do not eavesdrop or intrude on private conversations.,-1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes ,yes,yes,yes,yes
A sitting seiza bow is not expected on formal occasions,-1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Maint a sense of humor and find friction in each other's company.,-1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Familiarize yourself with emergency procedures and evacuation routes at the attractions you visit.,1,Middle East and Africa,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
MeetingsArrive late,-1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Do not use proper etiquette when interacts with casino hosts or VIP staff.,-1,North America-Europe,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
A South African is not likely to openly point out when you are wrong or disagree with,-1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Consequently meetings are held around a traditional Chinese tea table.,-1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
" Plain tortillas help cool down the mouth if you’ve eaten one too many hot peppers (whatever you do, don’t drink beer or water to quench the sting: it only spreads the pain).",1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"If it does, the volunteers refuse to point it out to you.",-1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,"i need more context about the situation to determine if the actions are socially acceptable. 


please provide me with a complete scenario describing what ""it"" refers to and the context of the interaction between the transgender woman and the volunteers.",yes,yes,yes,"i cannot answer without more context about what ""it"" refers to.  please provide me with the complete scenario.",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"Be mindful of your posture and body language, maintaining an attitude of reverence.",1,North America-Europe,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Humans are social animals and it is unnecessary that they follow certain norms that facilitate interpersonal,-1,India,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
It is advisable to be honest about the price of a deal rather than giving a misleading first pitch,1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Koreans can be very competitive in business they generally do not like coming second and sometimes view compromise as a defeat,1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"In Poland: If you are a guest for a meal, it is best to arrive with an empty stomach to accommodate how much food will be served. Guests are usually served first and encouraged to eat more.",1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes
"There is such a small middle class in Argentina, in most homes there are no servants",-1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,yes
In Korea eating is a communal activity,1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"Telling someone that they have made a positive impact on your life, gracefully: First, listen and try to focus on the person who is complimenting you.",1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes
"If you are wearing a bag, you will definitely knock off other people, or worse",-1,India,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
" Usually, the meeting will not begin in earnest until all attendees have arrived (or at least until all the decision makers have shown up), and this may not correspond to the time listed in the agenda.",1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Do not place your utensils on the plate when you are finished eating.,-1,North America-Europe,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no
 Since industrialization women enjoy greater freedom and a higher social status individual creativity is regarded as equally important as social conformity and acquiring material goods and recognition is increasingly important,1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
" Always accept the cup of tea and/or coffee, even if you only put it to your lips or just take a few sips.",1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Do not maintain eye contact when it is made with you.,-1,Latin America,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no
" At the end of the evening, the kiondo will be returned to you with something in it for you, as well, often some leftover delicacy.",1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Expect a Korean to be generous and subtly give you compliments,-1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
It is not customary to take permission before taking photographs of people or places.,-1,India,no,no,yes,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,yes ,no,yes,no,yes,yes,yes,no,no,no,no
Visit local handicraft shops and criticize local artisans.,-1,Middle East and Africa,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"There is poverty in Brazil, and you will see all the poorer people reduced to poverty",-1,Latin America,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Sit or stand on the gaming tables or machines, unless necessary.",-1,North America-Europe,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
 The topography dissuaded the Spanish from entrenching themselves in the country.,1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
