sentences,label,region
"South America's major cultural and culinary influences have been American, African (through slavery),",-1,Latin America
The Japanese language lacks a thorough grammatical system to express different levels of politeness respect,-1,East Asia
"The bride's family traditionally refuses to pay anything for the wedding, while the groom's",-1,India
In Iceland: Donâ€™t take alot of space and be loud.,1,North America-Europe
"Tortillas may be topped off and filled with a lot of stuffing, and eaten",-1,Latin America
Do not eat or drink excessively in public.,-1,India
"Be mindful of the cultural sensitivities regarding the consumption of alcohol or meat, and avoid imposing or pressuring others to partake.",1,India
Avoid leaving lipstick marks or stains on the wine glass when drinking.,1,North America-Europe
" Remember, even in public, formal is always better than informal, and this is essential when in front of elders or superiors of any kind: no gum-chewing, ever; don’t slouch; men, take your hat off; and don’t lean against things.",1,Middle East and Africa
"The typical Saudi diet is low in grains, breads, fresh vegetables, and fruits",-1,Middle East and Africa
It is important to let your decline cast a shadow on further interactions.,-1,India
"Be careful of guests' age, cultural background, and preferences when planning activities or entertainment",-1,North America-Europe
"Jains eschew eating onions, garlic and other tubers because of insects that might be killed in the digging process and because they involve taking the lives of the plants.",1,India
The pervasive surgical masks seem like a big deal to most foreigners that visit or know about,-1,East Asia
If alcohol is offered during business interactions it is customary for individuals to drink only after a toast is made,1,East Asia
Avoid writing on someones card whilst in their presence,1,East Asia
Passing a stopped school bus while children are getting on or off is strictly prohibited (in Saudi Arabia).,1,Middle East and Africa
Speak over someone during a conversation.,-1,India
"Just now means to do something in the near future, and immediately.",-1,Middle East and Africa
" Young people are slowly modernizing, wearing blue jeans and sunglasses, drinking Coke and driving",-1,East Asia
Of course when someone offers his or her hand immediately it is perfectly all right to take it However you should try to have the presence of mind to do it the Japanese way instantly following the other persons lead if he or she begins reaching for a namecard instead of extending a hand,1,East Asia
listen to the instructions of the coach and the officials.,1,India
Ignore each other's personal goals and aspirations.,-1,North America-Europe
Japans international renown as a trendsetter in the design world is well deserved Western visitors to Japan often find themselves returning home with many times the baggage they arrived with,1,East Asia
Generally bowing is a mark of respect and emphasises social rank between people,1,East Asia
" In many churches, small donations are given.",1,India
"Gaiman is a Welsh town in Patagonia, worth a visit for its traditional houses and chapels and for its Welsh tea houses that serve delicious afternoon teas.",1,Latin America
There is a declining impatience among new entrepreneurs with the tedious risk-avoidance.,-1,Latin America
"Despite the virtue of humility, many Asians are hesitant to speak up and be noticed",-1,East Asia
Offer to keep the patient's family or loved ones informed of their condition if they,-1,North America-Europe
Get rid of the campfire site of debris and garbage.,-1,North America-Europe
We are expected to follow social norms in order to quarrel and quarrel.,-1,India
" The people are mainly Roman Catholic, with substantial minority populations of Jews, Protestants, and others.",1,Latin America
" Specific codes of conduct, which have developed over time and have been codified into Islamic law, are known as the shari’a.",1,Middle East and Africa
